NoB,time,realRT,accuracy,realAccuracy,trueConnection,participant,Structure,trial,Nr_of_mutations
7,7,25.777,0,1,a,cz7ln2tal5qhfz1,None,33,10000
2,2,1.394,1,1,a,cz7ln2tal5qhfz1,None,34,10000
7,7,22.204,0,1,a,cz7ln2tal5qhfz1,None,35,10000
6,8,13.746,0,1,a,lymkfw9n1mft0no,Query,1,10000
1,1,0.999,1,1,a,lymkfw9n1mft0no,Query,2,10000
4,7,3.608,1,1,a,lymkfw9n1mft0no,Query,3,10000
6,7,4.807,1,1,a,lymkfw9n1mft0no,Query,4,10000
3,3,1.559,1,1,a,lymkfw9n1mft0no,Query,5,10000
5,5,3.767,0,1,a,lymkfw9n1mft0no,Query,6,10000
2,2,0.984,1,1,a,lymkfw9n1mft0no,Query,7,10000
5,3,4.728,1,1,a,lymkfw9n1mft0no,Query,8,10000
7,7,14.504,1,1,a,lymkfw9n1mft0no,Query,9,10000
2,2,1.126,1,1,a,lymkfw9n1mft0no,Query,10,10000
5,5,3.319,1,1,a,lymkfw9n1mft0no,Query,11,10000
7,7,8.165,1,1,a,lymkfw9n1mft0no,Query,12,10000
4,4,3.287,1,1,a,lymkfw9n1mft0no,Query,13,10000
3,3,2.263,1,1,a,lymkfw9n1mft0no,Query,14,10000
3,3,2.667,1,1,a,lymkfw9n1mft0no,Query,15,10000
7,6,12.614,1,1,a,lymkfw9n1mft0no,Query,16,10000
1,1,0.966,1,1,a,lymkfw9n1mft0no,Query,17,10000
4,4,3.032,1,1,a,lymkfw9n1mft0no,Query,18,10000
6,6,14.403,1,1,a,lymkfw9n1mft0no,Query,19,10000
6,6,8.487,1,1,a,lymkfw9n1mft0no,Query,20,10000
6,6,8.727,1,0,a,lymkfw9n1mft0no,Query,21,10000
7,7,11.768,1,0,a,lymkfw9n1mft0no,Query,22,10000
3,3,2.071,1,1,a,lymkfw9n1mft0no,Query,23,10000
2,2,0.999,1,1,a,lymkfw9n1mft0no,Query,24,10000
5,5,4.15,1,1,a,lymkfw9n1mft0no,Query,25,10000
7,6,5.686,1,1,a,lymkfw9n1mft0no,Query,26,10000
1,1,0.631,1,1,a,lymkfw9n1mft0no,Query,27,10000
2,2,1.079,1,1,a,lymkfw9n1mft0no,Query,28,10000
1,1,0.63,1,1,a,lymkfw9n1mft0no,Query,29,10000
3,3,1.447,1,1,a,lymkfw9n1mft0no,Query,30,10000
1,1,0.726,1,1,a,lymkfw9n1mft0no,Query,31,10000
2,2,0.769,1,1,a,lymkfw9n1mft0no,Query,32,10000
4,4,1.975,1,1,a,lymkfw9n1mft0no,Query,33,10000
4,4,3.75,1,1,a,lymkfw9n1mft0no,Query,34,10000
5,5,5.335,1,1,a,lymkfw9n1mft0no,Query,35,10000
3,5,3.457,1,1,dbf,lymkfw9n1mft0no,Sequence,1,10000
7,11,6.84,1,1,dbf,lymkfw9n1mft0no,Sequence,2,10000
2,1,1.221,1,1,dbf,lymkfw9n1mft0no,Sequence,3,10000
6,7,5.495,1,1,dbf,lymkfw9n1mft0no,Sequence,4,10000
1,1,0.695,1,1,dbf,lymkfw9n1mft0no,Sequence,5,10000
3,2,2.2,0,1,dbf,lymkfw9n1mft0no,Sequence,6,10000
4,2,2.886,1,1,dbf,lymkfw9n1mft0no,Sequence,7,10000
6,5,10.711,1,1,dbf,lymkfw9n1mft0no,Sequence,8,10000
4,2,4.502,1,1,dbf,lymkfw9n1mft0no,Sequence,9,10000
4,2,2.454,1,1,dbf,lymkfw9n1mft0no,Sequence,10,10000
7,6,4.917,1,1,dbf,lymkfw9n1mft0no,Sequence,11,10000
1,1,0.92,1,1,dbf,lymkfw9n1mft0no,Sequence,12,10000
6,4,6.79,0,0,dbf,lymkfw9n1mft0no,Sequence,13,10000
3,1,2.324,1,1,dbf,lymkfw9n1mft0no,Sequence,14,10000
2,1,0.985,1,1,dbf,lymkfw9n1mft0no,Sequence,15,10000
2,1,0.854,1,1,dbf,lymkfw9n1mft0no,Sequence,16,10000
6,4,2.344,0,1,dbf,lymkfw9n1mft0no,Sequence,17,10000
2,1,1,1,1,dbf,lymkfw9n1mft0no,Sequence,18,10000
2,1,1.396,1,1,dbf,lymkfw9n1mft0no,Sequence,19,10000
7,5,4.902,1,1,dbf,lymkfw9n1mft0no,Sequence,20,10000
4,2,2.312,1,1,dbf,lymkfw9n1mft0no,Sequence,21,10000
5,3,4.023,1,1,dbf,lymkfw9n1mft0no,Sequence,22,10000
5,3,4.245,0,1,dbf,lymkfw9n1mft0no,Sequence,23,10000
7,6,4.949,1,1,dbf,lymkfw9n1mft0no,Sequence,24,10000
5,4,3.831,1,0,dbf,lymkfw9n1mft0no,Sequence,25,10000
3,1,1.766,1,1,dbf,lymkfw9n1mft0no,Sequence,26,10000
5,3,3.123,1,1,dbf,lymkfw9n1mft0no,Sequence,27,10000
1,1,0.728,1,1,dbf,lymkfw9n1mft0no,Sequence,28,10000
7,5,3.574,0,0,dbf,lymkfw9n1mft0no,Sequence,29,10000
4,2,3.354,1,1,dbf,lymkfw9n1mft0no,Sequence,30,10000
3,1,2.984,1,1,dbf,lymkfw9n1mft0no,Sequence,31,10000
1,1,0.756,1,1,dbf,lymkfw9n1mft0no,Sequence,32,10000
1,1,0.596,1,1,dbf,lymkfw9n1mft0no,Sequence,33,10000
5,3,2.873,0,1,dbf,lymkfw9n1mft0no,Sequence,34,10000
6,4,5.72,0,1,dbf,lymkfw9n1mft0no,Sequence,35,10000
1,1,1.02,1,1,a,lymkfw9n1mft0no,None,1,10000
4,7,4.18,1,0,a,lymkfw9n1mft0no,None,2,10000
3,5,4.952,0,0,a,lymkfw9n1mft0no,None,3,10000
3,5,17.656,1,1,a,lymkfw9n1mft0no,None,4,10000
6,9,13.64,0,1,a,lymkfw9n1mft0no,None,5,10000
2,3,2.34,1,1,a,lymkfw9n1mft0no,None,6,10000
3,5,2.855,1,1,a,lymkfw9n1mft0no,None,7,10000
7,7,14.098,0,1,a,lymkfw9n1mft0no,None,8,10000
5,5,5.881,0,1,a,lymkfw9n1mft0no,None,9,10000
4,4,2.856,1,1,a,lymkfw9n1mft0no,None,10,10000
6,5,10.344,0,1,a,lymkfw9n1mft0no,None,11,10000
1,1,0.92,1,1,a,lymkfw9n1mft0no,None,12,10000
7,5,10.359,0,1,a,lymkfw9n1mft0no,None,13,10000
5,5,4.343,0,1,a,lymkfw9n1mft0no,None,14,10000
7,7,6.323,0,1,a,lymkfw9n1mft0no,None,15,10000
5,4,5.029,0,1,a,lymkfw9n1mft0no,None,16,10000
2,2,1.654,1,1,a,lymkfw9n1mft0no,None,17,10000
6,6,11.941,0,1,a,lymkfw9n1mft0no,None,18,10000
1,1,0.792,1,1,a,lymkfw9n1mft0no,None,19,10000
1,1,0.869,1,1,a,lymkfw9n1mft0no,None,20,10000
7,7,10.614,1,1,a,lymkfw9n1mft0no,None,21,10000
5,5,4.836,0,1,a,lymkfw9n1mft0no,None,22,10000
2,1,2.008,0,1,a,lymkfw9n1mft0no,None,23,10000
3,3,2.996,1,1,a,lymkfw9n1mft0no,None,24,10000
3,2,2.392,1,1,a,lymkfw9n1mft0no,None,25,10000
4,3,3.159,0,0,a,lymkfw9n1mft0no,None,26,10000
1,1,1.112,1,1,a,lymkfw9n1mft0no,None,27,10000
5,5,5.846,1,1,a,lymkfw9n1mft0no,None,28,10000
2,2,1.11,1,1,a,lymkfw9n1mft0no,None,29,10000
7,7,7.719,1,0,a,lymkfw9n1mft0no,None,30,10000
4,4,2.87,0,1,a,lymkfw9n1mft0no,None,31,10000
2,2,2.167,1,1,a,lymkfw9n1mft0no,None,32,10000
4,3,4.454,1,1,a,lymkfw9n1mft0no,None,33,10000
6,5,7.462,0,1,a,lymkfw9n1mft0no,None,34,10000
6,6,9.688,0,1,a,lymkfw9n1mft0no,None,35,10000
2,3,3.057,1,1,a,t7w0f2l0exzmotj,Query,1,10000
7,7,28.311,0,1,a,t7w0f2l0exzmotj,Query,2,10000
1,1,2.129,1,1,a,t7w0f2l0exzmotj,Query,3,10000
6,6,14.434,1,1,a,t7w0f2l0exzmotj,Query,4,10000
3,2,9.442,1,1,a,t7w0f2l0exzmotj,Query,5,10000
7,5,15.172,1,1,a,t7w0f2l0exzmotj,Query,6,10000
4,4,9.506,1,1,a,t7w0f2l0exzmotj,Query,7,10000
5,4,4.809,1,1,a,t7w0f2l0exzmotj,Query,8,10000
5,4,4.428,1,1,a,t7w0f2l0exzmotj,Query,9,10000
3,3,2.166,1,1,a,t7w0f2l0exzmotj,Query,10,10000
6,6,6.752,1,1,a,t7w0f2l0exzmotj,Query,11,10000
4,4,4.466,1,1,a,t7w0f2l0exzmotj,Query,12,10000
7,6,3.605,1,1,a,t7w0f2l0exzmotj,Query,13,10000
2,2,1.46,1,0,a,t7w0f2l0exzmotj,Query,14,10000
7,7,3.988,1,1,a,t7w0f2l0exzmotj,Query,15,10000
1,1,1.178,1,1,a,t7w0f2l0exzmotj,Query,16,10000
5,4,2.87,1,1,a,t7w0f2l0exzmotj,Query,17,10000
4,3,1.911,1,1,a,t7w0f2l0exzmotj,Query,18,10000
6,6,4.766,1,1,a,t7w0f2l0exzmotj,Query,19,10000
3,3,1.64,1,1,a,t7w0f2l0exzmotj,Query,20,10000
4,4,2.816,1,1,a,t7w0f2l0exzmotj,Query,21,10000
1,1,2.124,1,1,a,t7w0f2l0exzmotj,Query,22,10000
5,5,2.842,1,1,a,t7w0f2l0exzmotj,Query,23,10000
6,5,3.204,1,1,a,t7w0f2l0exzmotj,Query,24,10000
7,7,3.413,1,1,a,t7w0f2l0exzmotj,Query,25,10000
2,2,2.808,1,1,a,t7w0f2l0exzmotj,Query,26,10000
1,1,0.967,1,1,a,t7w0f2l0exzmotj,Query,27,10000
1,1,0.973,1,1,a,t7w0f2l0exzmotj,Query,28,10000
5,5,2.951,1,1,a,t7w0f2l0exzmotj,Query,29,10000
3,3,1.996,1,1,a,t7w0f2l0exzmotj,Query,30,10000
6,6,3.854,1,1,a,t7w0f2l0exzmotj,Query,31,10000
2,2,2.596,1,1,a,t7w0f2l0exzmotj,Query,32,10000
2,2,1.118,1,1,a,t7w0f2l0exzmotj,Query,33,10000
3,3,2.412,1,1,a,t7w0f2l0exzmotj,Query,34,10000
4,4,2.477,1,1,a,t7w0f2l0exzmotj,Query,35,10000
1,1,0.816,1,1,dhb,t7w0f2l0exzmotj,Sequence,1,10000
2,3,1.682,1,1,dhb,t7w0f2l0exzmotj,Sequence,2,10000
6,4,12.806,0,1,dhb,t7w0f2l0exzmotj,Sequence,3,10000
1,1,0.901,1,1,dhb,t7w0f2l0exzmotj,Sequence,4,10000
7,7,14.296,1,1,dhb,t7w0f2l0exzmotj,Sequence,5,10000
6,4,24.555,1,1,dhb,t7w0f2l0exzmotj,Sequence,6,10000
2,1,5.322,1,1,dhb,t7w0f2l0exzmotj,Sequence,7,10000
6,4,12.024,0,1,dhb,t7w0f2l0exzmotj,Sequence,8,10000
5,3,26.671,1,1,dhb,t7w0f2l0exzmotj,Sequence,9,10000
7,5,17.551,0,1,dhb,t7w0f2l0exzmotj,Sequence,10,10000
3,2,9.712,1,1,dhb,t7w0f2l0exzmotj,Sequence,11,10000
2,1,4.808,1,1,dhb,t7w0f2l0exzmotj,Sequence,12,10000
3,1,6.48,1,1,dhb,t7w0f2l0exzmotj,Sequence,13,10000
5,3,10.898,1,1,dhb,t7w0f2l0exzmotj,Sequence,14,10000
4,2,6.582,1,1,dhb,t7w0f2l0exzmotj,Sequence,15,10000
3,1,7.245,1,1,dhb,t7w0f2l0exzmotj,Sequence,16,10000
1,1,1.007,1,1,dhb,t7w0f2l0exzmotj,Sequence,17,10000
4,2,7.523,1,1,dhb,t7w0f2l0exzmotj,Sequence,18,10000
5,3,12.959,1,1,dhb,t7w0f2l0exzmotj,Sequence,19,10000
5,3,9.578,0,1,dhb,t7w0f2l0exzmotj,Sequence,20,10000
3,1,7.995,1,1,dhb,t7w0f2l0exzmotj,Sequence,21,10000
6,4,10.054,0,1,dhb,t7w0f2l0exzmotj,Sequence,22,10000
1,1,4.982,1,1,dhb,t7w0f2l0exzmotj,Sequence,23,10000
6,5,14.044,1,1,dhb,t7w0f2l0exzmotj,Sequence,24,10000
3,1,6.172,1,1,dhb,t7w0f2l0exzmotj,Sequence,25,10000
1,1,1.136,1,1,dhb,t7w0f2l0exzmotj,Sequence,26,10000
4,2,7.723,1,1,dhb,t7w0f2l0exzmotj,Sequence,27,10000
5,3,8.97,1,1,dhb,t7w0f2l0exzmotj,Sequence,28,10000
4,2,7.675,1,1,dhb,t7w0f2l0exzmotj,Sequence,29,10000
4,2,8.178,1,1,dhb,t7w0f2l0exzmotj,Sequence,30,10000
7,5,10.889,1,1,dhb,t7w0f2l0exzmotj,Sequence,31,10000
7,5,13.592,1,1,dhb,t7w0f2l0exzmotj,Sequence,32,10000
2,1,4.415,1,1,dhb,t7w0f2l0exzmotj,Sequence,33,10000
2,1,3.192,1,1,dhb,t7w0f2l0exzmotj,Sequence,34,10000
7,5,12.607,0,1,dhb,t7w0f2l0exzmotj,Sequence,35,10000
1,1,3.645,1,1,a,t7w0f2l0exzmotj,None,1,10000
2,3,3.365,1,1,a,t7w0f2l0exzmotj,None,2,10000
1,1,1.933,1,1,a,t7w0f2l0exzmotj,None,3,10000
5,5,10.178,0,1,a,t7w0f2l0exzmotj,None,4,10000
7,5,15.588,0,1,a,t7w0f2l0exzmotj,None,5,10000
6,6,16.776,0,1,a,t7w0f2l0exzmotj,None,6,10000
2,2,6.233,1,1,a,t7w0f2l0exzmotj,None,7,10000
7,7,16.654,0,1,a,t7w0f2l0exzmotj,None,8,10000
3,3,6.517,1,1,a,t7w0f2l0exzmotj,None,9,10000
3,3,5.728,0,1,a,t7w0f2l0exzmotj,None,10,10000
4,4,8.478,1,1,a,t7w0f2l0exzmotj,None,11,10000
6,6,17.653,1,1,a,t7w0f2l0exzmotj,None,12,10000
3,3,7.04,1,1,a,t7w0f2l0exzmotj,None,13,10000
2,2,3.577,1,0,a,t7w0f2l0exzmotj,None,14,10000
6,4,21.146,0,1,a,t7w0f2l0exzmotj,None,15,10000
6,5,13.224,0,1,a,t7w0f2l0exzmotj,None,16,10000
7,8,20.372,1,1,a,t7w0f2l0exzmotj,None,17,10000
2,3,10.039,1,1,a,t7w0f2l0exzmotj,None,18,10000
1,1,1.426,1,1,a,t7w0f2l0exzmotj,None,19,10000
4,4,6.832,1,1,a,t7w0f2l0exzmotj,None,20,10000
3,3,5.951,1,1,a,t7w0f2l0exzmotj,None,21,10000
7,6,13.15,0,1,a,t7w0f2l0exzmotj,None,22,10000
4,3,9.761,0,1,a,t7w0f2l0exzmotj,None,23,10000
5,4,7.157,0,1,a,t7w0f2l0exzmotj,None,24,10000
1,1,1.471,1,1,a,t7w0f2l0exzmotj,None,25,10000
4,4,4.668,1,1,a,t7w0f2l0exzmotj,None,26,10000
7,7,11.232,0,1,a,t7w0f2l0exzmotj,None,27,10000
5,5,7.409,0,1,a,t7w0f2l0exzmotj,None,28,10000
4,3,7.574,0,1,a,t7w0f2l0exzmotj,None,29,10000
5,5,7.992,1,1,a,t7w0f2l0exzmotj,None,30,10000
2,2,4.495,1,1,a,t7w0f2l0exzmotj,None,31,10000
5,4,10.029,1,1,a,t7w0f2l0exzmotj,None,32,10000
6,5,14.049,0,1,a,t7w0f2l0exzmotj,None,33,10000
1,1,1.008,1,1,a,t7w0f2l0exzmotj,None,34,10000
3,4,4.372,1,1,a,t7w0f2l0exzmotj,None,35,10000
7,7,6.012,0,1,a,jfnmbjt4xn1r4dg,Query,1,10000
2,2,1.424,1,1,a,jfnmbjt4xn1r4dg,Query,2,10000
3,2,2.898,1,1,a,jfnmbjt4xn1r4dg,Query,3,10000
4,4,1.842,1,1,a,jfnmbjt4xn1r4dg,Query,4,10000
1,1,0.753,1,1,a,jfnmbjt4xn1r4dg,Query,5,10000
1,1,0.787,1,1,a,jfnmbjt4xn1r4dg,Query,6,10000
6,6,6.57,1,1,a,jfnmbjt4xn1r4dg,Query,7,10000
1,1,0.671,1,1,a,jfnmbjt4xn1r4dg,Query,8,10000
2,2,1.794,1,1,a,jfnmbjt4xn1r4dg,Query,9,10000
4,4,2.486,1,1,a,jfnmbjt4xn1r4dg,Query,10,10000
6,6,16.142,1,1,a,jfnmbjt4xn1r4dg,Query,11,10000
4,4,1.836,1,1,a,jfnmbjt4xn1r4dg,Query,12,10000
5,5,2.435,1,0,a,jfnmbjt4xn1r4dg,Query,13,10000
5,3,3.195,0,1,a,jfnmbjt4xn1r4dg,Query,14,10000
6,5,10.456,0,1,a,jfnmbjt4xn1r4dg,Query,15,10000
1,1,0.591,1,1,a,jfnmbjt4xn1r4dg,Query,16,10000
5,5,5.15,1,1,a,jfnmbjt4xn1r4dg,Query,17,10000
7,5,7.424,0,0,a,jfnmbjt4xn1r4dg,Query,18,10000
2,2,3.385,1,1,a,jfnmbjt4xn1r4dg,Query,19,10000
4,4,2.689,1,1,a,jfnmbjt4xn1r4dg,Query,20,10000
7,7,8.697,1,1,a,jfnmbjt4xn1r4dg,Query,21,10000
5,4,9.666,1,1,a,jfnmbjt4xn1r4dg,Query,22,10000
1,1,0.688,1,1,a,jfnmbjt4xn1r4dg,Query,23,10000
3,3,5.362,1,1,a,jfnmbjt4xn1r4dg,Query,24,10000
7,6,6.266,1,1,a,jfnmbjt4xn1r4dg,Query,25,10000
3,3,3.06,1,0,a,jfnmbjt4xn1r4dg,Query,26,10000
3,3,1.64,1,1,a,jfnmbjt4xn1r4dg,Query,27,10000
4,3,2.047,0,1,a,jfnmbjt4xn1r4dg,Query,28,10000
2,2,0.743,1,1,a,jfnmbjt4xn1r4dg,Query,29,10000
6,5,8.046,0,1,a,jfnmbjt4xn1r4dg,Query,30,10000
5,5,1.991,1,1,a,jfnmbjt4xn1r4dg,Query,31,10000
6,4,5.368,1,1,a,jfnmbjt4xn1r4dg,Query,32,10000
2,1,0.608,1,1,a,jfnmbjt4xn1r4dg,Query,33,10000
7,7,4.023,1,1,a,jfnmbjt4xn1r4dg,Query,34,10000
3,3,1.444,1,1,a,jfnmbjt4xn1r4dg,Query,35,10000
1,1,0.614,1,1,fca,jfnmbjt4xn1r4dg,Sequence,1,10000
5,5,1.613,0,0,fca,jfnmbjt4xn1r4dg,Sequence,2,10000
3,2,2.415,0,0,fca,jfnmbjt4xn1r4dg,Sequence,3,10000
6,6,4.377,0,1,fca,jfnmbjt4xn1r4dg,Sequence,4,10000
5,3,1.81,0,1,fca,jfnmbjt4xn1r4dg,Sequence,5,10000
6,4,5.869,0,1,fca,jfnmbjt4xn1r4dg,Sequence,6,10000
7,5,16.549,0,1,fca,jfnmbjt4xn1r4dg,Sequence,7,10000
2,2,0.56,1,1,fca,jfnmbjt4xn1r4dg,Sequence,8,10000
7,5,4.528,0,1,fca,jfnmbjt4xn1r4dg,Sequence,9,10000
2,2,0.545,1,1,fca,jfnmbjt4xn1r4dg,Sequence,10,10000
7,5,4.085,0,1,fca,jfnmbjt4xn1r4dg,Sequence,11,10000
6,6,4.964,1,1,fca,jfnmbjt4xn1r4dg,Sequence,12,10000
5,5,2.12,1,1,fca,jfnmbjt4xn1r4dg,Sequence,13,10000
1,1,0.569,1,1,fca,jfnmbjt4xn1r4dg,Sequence,14,10000
3,2,1.166,0,1,fca,jfnmbjt4xn1r4dg,Sequence,15,10000
5,3,2.214,0,1,fca,jfnmbjt4xn1r4dg,Sequence,16,10000
3,2,3.473,1,1,fca,jfnmbjt4xn1r4dg,Sequence,17,10000
4,3,3.554,0,1,fca,jfnmbjt4xn1r4dg,Sequence,18,10000
7,6,7.437,1,1,fca,jfnmbjt4xn1r4dg,Sequence,19,10000
7,5,15.364,0,1,fca,jfnmbjt4xn1r4dg,Sequence,20,10000
4,4,2.348,1,1,fca,jfnmbjt4xn1r4dg,Sequence,21,10000
1,1,0.521,1,1,fca,jfnmbjt4xn1r4dg,Sequence,22,10000
3,2,1.805,1,1,fca,jfnmbjt4xn1r4dg,Sequence,23,10000
6,5,8.153,0,1,fca,jfnmbjt4xn1r4dg,Sequence,24,10000
3,1,0.663,0,1,fca,jfnmbjt4xn1r4dg,Sequence,25,10000
4,2,3.151,0,1,fca,jfnmbjt4xn1r4dg,Sequence,26,10000
1,1,0.772,1,1,fca,jfnmbjt4xn1r4dg,Sequence,27,10000
4,3,1.702,0,1,fca,jfnmbjt4xn1r4dg,Sequence,28,10000
5,4,1.879,0,1,fca,jfnmbjt4xn1r4dg,Sequence,29,10000
2,2,0.598,1,1,fca,jfnmbjt4xn1r4dg,Sequence,30,10000
1,1,0.528,1,1,fca,jfnmbjt4xn1r4dg,Sequence,31,10000
2,2,0.885,1,1,fca,jfnmbjt4xn1r4dg,Sequence,32,10000
4,3,2.849,0,1,fca,jfnmbjt4xn1r4dg,Sequence,33,10000
6,4,13.994,1,1,fca,jfnmbjt4xn1r4dg,Sequence,34,10000
2,1,0.681,1,1,fca,jfnmbjt4xn1r4dg,Sequence,35,10000
6,6,3.972,1,0,a,jfnmbjt4xn1r4dg,None,1,10000
6,6,3.467,1,1,a,jfnmbjt4xn1r4dg,None,2,10000
4,4,5.378,1,1,a,jfnmbjt4xn1r4dg,None,3,10000
1,1,0.453,1,1,a,jfnmbjt4xn1r4dg,None,4,10000
5,5,2.656,0,1,a,jfnmbjt4xn1r4dg,None,5,10000
2,3,0.46,1,1,a,jfnmbjt4xn1r4dg,None,6,10000
7,7,19.166,0,1,a,jfnmbjt4xn1r4dg,None,7,10000
6,5,2.348,0,0,a,jfnmbjt4xn1r4dg,None,8,10000
6,4,3.958,1,1,a,jfnmbjt4xn1r4dg,None,9,10000
4,3,3.46,0,1,a,jfnmbjt4xn1r4dg,None,10,10000
4,4,1.971,1,1,a,jfnmbjt4xn1r4dg,None,11,10000
1,1,0.652,1,1,a,jfnmbjt4xn1r4dg,None,12,10000
4,4,10.866,0,1,a,jfnmbjt4xn1r4dg,None,13,10000
3,3,3.868,1,1,a,jfnmbjt4xn1r4dg,None,14,10000
2,2,0.73,1,1,a,jfnmbjt4xn1r4dg,None,15,10000
7,7,42.554,1,1,a,jfnmbjt4xn1r4dg,None,16,10000
4,4,2.017,0,1,a,jfnmbjt4xn1r4dg,None,17,10000
1,1,0.573,1,1,a,jfnmbjt4xn1r4dg,None,18,10000
5,6,2.188,1,1,a,jfnmbjt4xn1r4dg,None,19,10000
7,7,6.203,1,1,a,jfnmbjt4xn1r4dg,None,20,10000
1,1,0.52,1,1,a,jfnmbjt4xn1r4dg,None,21,10000
5,3,3.49,0,1,a,jfnmbjt4xn1r4dg,None,22,10000
2,2,0.504,1,1,a,jfnmbjt4xn1r4dg,None,23,10000
2,2,0.587,1,1,a,jfnmbjt4xn1r4dg,None,24,10000
1,1,0.687,1,1,a,jfnmbjt4xn1r4dg,None,25,10000
2,2,0.638,1,1,a,jfnmbjt4xn1r4dg,None,26,10000
5,4,4.663,1,1,a,jfnmbjt4xn1r4dg,None,27,10000
7,6,5.182,0,1,a,jfnmbjt4xn1r4dg,None,28,10000
3,3,4.645,0,1,a,jfnmbjt4xn1r4dg,None,29,10000
5,3,3.007,0,1,a,jfnmbjt4xn1r4dg,None,30,10000
6,6,9.177,1,1,a,jfnmbjt4xn1r4dg,None,31,10000
3,3,3.055,0,1,a,jfnmbjt4xn1r4dg,None,32,10000
3,2,1.474,0,1,a,jfnmbjt4xn1r4dg,None,33,10000
3,3,1.859,1,1,a,jfnmbjt4xn1r4dg,None,34,10000
7,6,3.754,0,1,a,jfnmbjt4xn1r4dg,None,35,10000
4,5,8.865,1,1,a,0kousukd07tco21,Query,1,10000
2,2,2.398,1,1,a,0kousukd07tco21,Query,2,10000
7,5,19.644,0,1,a,0kousukd07tco21,Query,3,10000
3,3,3.821,1,1,a,0kousukd07tco21,Query,4,10000
5,4,7.159,0,1,a,0kousukd07tco21,Query,5,10000
7,8,21.602,1,0,a,0kousukd07tco21,Query,6,10000
7,7,20.162,1,0,a,0kousukd07tco21,Query,7,10000
6,4,18.265,1,1,a,0kousukd07tco21,Query,8,10000
1,1,0.822,1,1,a,0kousukd07tco21,Query,9,10000
5,3,11.704,0,1,a,0kousukd07tco21,Query,10,10000
4,4,4.275,1,1,a,0kousukd07tco21,Query,11,10000
2,2,1.307,1,1,a,0kousukd07tco21,Query,12,10000
2,2,1.378,1,1,a,0kousukd07tco21,Query,13,10000
6,5,17.852,1,1,a,0kousukd07tco21,Query,14,10000
1,1,0.832,1,1,a,0kousukd07tco21,Query,15,10000
3,3,3.823,1,1,a,0kousukd07tco21,Query,16,10000
1,1,0.882,1,1,a,0kousukd07tco21,Query,17,10000
3,3,2.314,1,1,a,0kousukd07tco21,Query,18,10000
6,6,16.229,1,1,a,0kousukd07tco21,Query,19,10000
1,1,0.734,1,1,a,0kousukd07tco21,Query,20,10000
6,6,16.143,1,0,a,0kousukd07tco21,Query,21,10000
7,6,16.396,1,1,a,0kousukd07tco21,Query,22,10000
2,2,0.881,1,1,a,0kousukd07tco21,Query,23,10000
4,4,4.627,1,1,a,0kousukd07tco21,Query,24,10000
4,4,5.74,1,1,a,0kousukd07tco21,Query,25,10000
7,7,15.143,1,1,a,0kousukd07tco21,Query,26,10000
3,3,3.95,1,1,a,0kousukd07tco21,Query,27,10000
6,6,13.897,1,0,a,0kousukd07tco21,Query,28,10000
5,3,7.464,0,1,a,0kousukd07tco21,Query,29,10000
5,5,7.393,1,1,a,0kousukd07tco21,Query,30,10000
3,3,4.046,1,1,a,0kousukd07tco21,Query,31,10000
4,4,7.918,1,1,a,0kousukd07tco21,Query,32,10000
1,1,0.784,1,1,a,0kousukd07tco21,Query,33,10000
2,2,4.27,1,1,a,0kousukd07tco21,Query,34,10000
5,3,5.032,0,1,a,0kousukd07tco21,Query,35,10000
2,3,3.147,1,1,iac,0kousukd07tco21,Sequence,1,10000
5,4,8.223,1,1,iac,0kousukd07tco21,Sequence,2,10000
3,2,1.837,1,1,iac,0kousukd07tco21,Sequence,3,10000
5,3,8.323,0,1,iac,0kousukd07tco21,Sequence,4,10000
3,2,1.594,1,1,iac,0kousukd07tco21,Sequence,5,10000
7,5,7.648,1,1,iac,0kousukd07tco21,Sequence,6,10000
2,1,2.103,1,1,iac,0kousukd07tco21,Sequence,7,10000
1,1,1.284,1,1,iac,0kousukd07tco21,Sequence,8,10000
4,2,3.844,1,1,iac,0kousukd07tco21,Sequence,9,10000
3,1,2.084,1,1,iac,0kousukd07tco21,Sequence,10,10000
6,4,7.182,0,1,iac,0kousukd07tco21,Sequence,11,10000
1,1,0.713,1,1,iac,0kousukd07tco21,Sequence,12,10000
5,3,6.631,1,1,iac,0kousukd07tco21,Sequence,13,10000
4,2,3.401,1,1,iac,0kousukd07tco21,Sequence,14,10000
7,5,7.644,1,1,iac,0kousukd07tco21,Sequence,15,10000
5,3,4.205,0,1,iac,0kousukd07tco21,Sequence,16,10000
2,1,1.041,1,1,iac,0kousukd07tco21,Sequence,17,10000
6,4,6.853,0,1,iac,0kousukd07tco21,Sequence,18,10000
1,1,0.856,1,1,iac,0kousukd07tco21,Sequence,19,10000
3,1,2.314,1,1,iac,0kousukd07tco21,Sequence,20,10000
4,2,4.995,1,1,iac,0kousukd07tco21,Sequence,21,10000
5,3,4.722,1,1,iac,0kousukd07tco21,Sequence,22,10000
6,5,7.257,1,1,iac,0kousukd07tco21,Sequence,23,10000
4,2,4.144,1,1,iac,0kousukd07tco21,Sequence,24,10000
1,1,0.736,1,1,iac,0kousukd07tco21,Sequence,25,10000
6,4,8.184,1,1,iac,0kousukd07tco21,Sequence,26,10000
2,1,1.328,1,1,iac,0kousukd07tco21,Sequence,27,10000
7,5,13.322,1,1,iac,0kousukd07tco21,Sequence,28,10000
