NoB,time,realRT,accuracy,realAccuracy,trueConnection,participant,Structure,trial,Nr_of_mutations
7,10,5.696,1,1,a,gcbscmvhn2vt6bq,Query,24,1
5,8,4.901,1,1,a,gcbscmvhn2vt6bq,Query,25,1
5,8,4.433,1,1,a,gcbscmvhn2vt6bq,Query,26,1
4,7,4.009,1,1,a,gcbscmvhn2vt6bq,Query,27,1
6,8,3.555,1,1,a,gcbscmvhn2vt6bq,Query,28,1
2,3,1.017,1,1,a,gcbscmvhn2vt6bq,Query,29,1
5,7,3.137,1,1,a,gcbscmvhn2vt6bq,Query,30,1
6,8,4.434,0,1,a,gcbscmvhn2vt6bq,Query,31,1
4,6,2.946,1,1,a,gcbscmvhn2vt6bq,Query,32,1
7,9,8.62,0,1,a,gcbscmvhn2vt6bq,Query,33,1
7,9,9.109,1,1,a,gcbscmvhn2vt6bq,Query,34,1
7,9,9.507,1,1,a,gcbscmvhn2vt6bq,Query,35,1
4,7,8.406,1,0,gih,gcbscmvhn2vt6bq,Sequence,1,1
4,7,10.269,1,1,gih,gcbscmvhn2vt6bq,Sequence,2,1
5,8,17.313,1,1,gih,gcbscmvhn2vt6bq,Sequence,3,1
2,3,4.304,1,1,gih,gcbscmvhn2vt6bq,Sequence,4,1
7,10,12.088,1,1,gih,gcbscmvhn2vt6bq,Sequence,5,1
3,5,4.009,1,1,gih,gcbscmvhn2vt6bq,Sequence,6,1
5,7,6.809,1,1,gih,gcbscmvhn2vt6bq,Sequence,7,1
3,5,2.887,1,1,gih,gcbscmvhn2vt6bq,Sequence,8,1
4,5,4.278,1,1,gih,gcbscmvhn2vt6bq,Sequence,9,1
5,6,6.325,0,1,gih,gcbscmvhn2vt6bq,Sequence,10,1
6,6,9.627,0,1,gih,gcbscmvhn2vt6bq,Sequence,11,1
1,1,3.131,1,1,gih,gcbscmvhn2vt6bq,Sequence,12,1
2,2,1.339,1,1,gih,gcbscmvhn2vt6bq,Sequence,13,1
4,4,3.089,1,1,gih,gcbscmvhn2vt6bq,Sequence,14,1
3,3,3.4,1,1,gih,gcbscmvhn2vt6bq,Sequence,15,1
3,3,1.418,1,1,gih,gcbscmvhn2vt6bq,Sequence,16,1
1,1,1.106,1,1,gih,gcbscmvhn2vt6bq,Sequence,17,1
1,1,1.067,1,1,gih,gcbscmvhn2vt6bq,Sequence,18,1
7,7,16.469,0,0,gih,gcbscmvhn2vt6bq,Sequence,19,1
7,7,15.59,0,1,gih,gcbscmvhn2vt6bq,Sequence,20,1
2,2,3.341,1,1,gih,gcbscmvhn2vt6bq,Sequence,21,1
5,5,5.088,0,1,gih,gcbscmvhn2vt6bq,Sequence,22,1
6,6,5.236,0,1,gih,gcbscmvhn2vt6bq,Sequence,23,1
3,3,2.357,0,1,gih,gcbscmvhn2vt6bq,Sequence,24,1
1,1,1.8,1,1,gih,gcbscmvhn2vt6bq,Sequence,25,1
1,1,0.875,1,1,gih,gcbscmvhn2vt6bq,Sequence,26,1
6,6,5.324,0,1,gih,gcbscmvhn2vt6bq,Sequence,27,1
5,5,3.643,0,1,gih,gcbscmvhn2vt6bq,Sequence,28,1
4,4,2.594,0,1,gih,gcbscmvhn2vt6bq,Sequence,29,1
6,6,4.82,1,1,gih,gcbscmvhn2vt6bq,Sequence,30,1
7,7,12.086,1,1,gih,gcbscmvhn2vt6bq,Sequence,31,1
2,2,2.914,1,1,gih,gcbscmvhn2vt6bq,Sequence,32,1
7,7,12.682,0,0,gih,gcbscmvhn2vt6bq,Sequence,33,1
2,2,3.041,1,1,gih,gcbscmvhn2vt6bq,Sequence,34,1
6,6,7.801,0,1,gih,gcbscmvhn2vt6bq,Sequence,35,1
4,7,4.253,1,1,a,gcbscmvhn2vt6bq,None,1,1
5,8,3.813,1,1,a,gcbscmvhn2vt6bq,None,2,1
4,7,2.534,1,1,a,gcbscmvhn2vt6bq,None,3,1
3,5,2.641,1,1,a,gcbscmvhn2vt6bq,None,4,1
2,3,1.518,1,1,a,gcbscmvhn2vt6bq,None,5,1
7,10,6.411,1,0,a,gcbscmvhn2vt6bq,None,6,1
2,3,1.031,1,1,a,gcbscmvhn2vt6bq,None,7,1
6,9,5.025,1,1,a,gcbscmvhn2vt6bq,None,8,1
5,8,4.156,1,1,a,gcbscmvhn2vt6bq,None,9,1
5,7,4.017,1,1,a,gcbscmvhn2vt6bq,None,10,1
1,1,0.879,1,1,a,gcbscmvhn2vt6bq,None,11,1
3,5,2.139,1,1,a,gcbscmvhn2vt6bq,None,12,1
6,8,7.814,0,1,a,gcbscmvhn2vt6bq,None,13,1
1,1,0.693,1,1,a,gcbscmvhn2vt6bq,None,14,1
5,8,5.021,1,1,a,gcbscmvhn2vt6bq,None,15,1
4,7,3.783,1,1,a,gcbscmvhn2vt6bq,None,16,1
7,10,11.313,0,1,a,gcbscmvhn2vt6bq,None,17,1
3,5,2.296,1,1,a,gcbscmvhn2vt6bq,None,18,1
4,6,3.596,0,1,a,gcbscmvhn2vt6bq,None,19,1
2,3,1.511,1,1,a,gcbscmvhn2vt6bq,None,20,1
3,5,1.846,1,1,a,gcbscmvhn2vt6bq,None,21,1
4,7,1.979,1,1,a,gcbscmvhn2vt6bq,None,22,1
7,10,6.843,1,1,a,gcbscmvhn2vt6bq,None,23,1
7,10,9.625,1,1,a,gcbscmvhn2vt6bq,None,24,1
1,1,0.823,1,1,a,gcbscmvhn2vt6bq,None,25,1
5,8,3.656,1,1,a,gcbscmvhn2vt6bq,None,26,1
2,3,1.3,1,1,a,gcbscmvhn2vt6bq,None,27,1
6,9,6.66,1,1,a,gcbscmvhn2vt6bq,None,28,1
7,10,6.305,1,1,a,gcbscmvhn2vt6bq,None,29,1
1,1,1.06,1,1,a,gcbscmvhn2vt6bq,None,30,1
1,1,0.647,1,1,a,gcbscmvhn2vt6bq,None,31,1
6,9,7.2,0,1,a,gcbscmvhn2vt6bq,None,32,1
2,3,1.706,1,1,a,gcbscmvhn2vt6bq,None,33,1
6,10,6.899,1,1,a,gcbscmvhn2vt6bq,None,34,1
3,5,2.386,1,1,a,gcbscmvhn2vt6bq,None,35,1
6,7,5.097,0,1,a,qn2bd9kkow9cfv1,Query,1,1
1,1,1.142,1,1,a,qn2bd9kkow9cfv1,Query,2,1
3,4,1.577,1,1,a,qn2bd9kkow9cfv1,Query,3,1
3,3,1.843,0,1,a,qn2bd9kkow9cfv1,Query,4,1
1,1,0.716,1,1,a,qn2bd9kkow9cfv1,Query,5,1
5,6,3.388,1,1,a,qn2bd9kkow9cfv1,Query,6,1
5,6,3.183,1,1,a,qn2bd9kkow9cfv1,Query,7,1
4,4,1.871,1,1,a,qn2bd9kkow9cfv1,Query,8,1
5,6,2.802,1,1,a,qn2bd9kkow9cfv1,Query,9,1
4,5,3.437,1,1,a,qn2bd9kkow9cfv1,Query,10,1
2,2,0.959,1,1,a,qn2bd9kkow9cfv1,Query,11,1
2,2,1.006,1,1,a,qn2bd9kkow9cfv1,Query,12,1
2,2,0.686,1,1,a,qn2bd9kkow9cfv1,Query,13,1
4,4,3.26,1,1,a,qn2bd9kkow9cfv1,Query,14,1
6,6,3.984,1,1,a,qn2bd9kkow9cfv1,Query,15,1
7,6,5.704,1,1,a,qn2bd9kkow9cfv1,Query,16,1
6,6,6.785,1,1,a,qn2bd9kkow9cfv1,Query,17,1
1,1,1.097,1,1,a,qn2bd9kkow9cfv1,Query,18,1
6,6,4.431,1,1,a,qn2bd9kkow9cfv1,Query,19,1
7,6,4.939,1,1,a,qn2bd9kkow9cfv1,Query,20,1
3,3,1.65,1,1,a,qn2bd9kkow9cfv1,Query,21,1
5,4,2.717,0,1,a,qn2bd9kkow9cfv1,Query,22,1
7,6,7.217,1,1,a,qn2bd9kkow9cfv1,Query,23,1
1,1,0.565,1,1,a,qn2bd9kkow9cfv1,Query,24,1
4,4,1.973,1,1,a,qn2bd9kkow9cfv1,Query,25,1
7,7,6.894,1,0,a,qn2bd9kkow9cfv1,Query,26,1
1,1,0.604,1,1,a,qn2bd9kkow9cfv1,Query,27,1
4,3,2.588,1,1,a,qn2bd9kkow9cfv1,Query,28,1
3,3,1.738,1,1,a,qn2bd9kkow9cfv1,Query,29,1
7,7,3.883,1,0,a,qn2bd9kkow9cfv1,Query,30,1
3,3,1.087,1,1,a,qn2bd9kkow9cfv1,Query,31,1
6,6,3.37,1,1,a,qn2bd9kkow9cfv1,Query,32,1
5,5,2.102,1,1,a,qn2bd9kkow9cfv1,Query,33,1
2,2,0.774,1,1,a,qn2bd9kkow9cfv1,Query,34,1
2,2,0.886,1,1,a,qn2bd9kkow9cfv1,Query,35,1
1,1,2.038,1,1,cif,qn2bd9kkow9cfv1,Sequence,1,1
5,6,3.499,0,1,cif,qn2bd9kkow9cfv1,Sequence,2,1
1,1,0.567,1,1,cif,qn2bd9kkow9cfv1,Sequence,3,1
7,6,5.032,1,1,cif,qn2bd9kkow9cfv1,Sequence,4,1
5,5,3.086,0,1,cif,qn2bd9kkow9cfv1,Sequence,5,1
2,3,0.945,1,1,cif,qn2bd9kkow9cfv1,Sequence,6,1
3,3,1.318,0,1,cif,qn2bd9kkow9cfv1,Sequence,7,1
5,5,2.816,0,1,cif,qn2bd9kkow9cfv1,Sequence,8,1
1,1,0.715,1,1,cif,qn2bd9kkow9cfv1,Sequence,9,1
6,7,2.772,1,1,cif,qn2bd9kkow9cfv1,Sequence,10,1
1,1,0.527,1,1,cif,qn2bd9kkow9cfv1,Sequence,11,1
3,4,1.48,1,1,cif,qn2bd9kkow9cfv1,Sequence,12,1
2,3,0.89,1,1,cif,qn2bd9kkow9cfv1,Sequence,13,1
7,6,5.431,0,1,cif,qn2bd9kkow9cfv1,Sequence,14,1
5,5,2.285,0,1,cif,qn2bd9kkow9cfv1,Sequence,15,1
2,2,0.657,1,1,cif,qn2bd9kkow9cfv1,Sequence,16,1
3,3,0.98,1,1,cif,qn2bd9kkow9cfv1,Sequence,17,1
4,4,2.399,1,1,cif,qn2bd9kkow9cfv1,Sequence,18,1
6,6,3.528,1,0,cif,qn2bd9kkow9cfv1,Sequence,19,1
7,7,4.552,1,1,cif,qn2bd9kkow9cfv1,Sequence,20,1
4,4,1.862,1,1,cif,qn2bd9kkow9cfv1,Sequence,21,1
3,3,1.783,1,1,cif,qn2bd9kkow9cfv1,Sequence,22,1
7,6,3.425,0,1,cif,qn2bd9kkow9cfv1,Sequence,23,1
4,4,1.815,0,1,cif,qn2bd9kkow9cfv1,Sequence,24,1
2,2,0.717,1,1,cif,qn2bd9kkow9cfv1,Sequence,25,1
6,6,2.676,0,1,cif,qn2bd9kkow9cfv1,Sequence,26,1
1,1,0.523,1,1,cif,qn2bd9kkow9cfv1,Sequence,27,1
4,4,1.452,0,1,cif,qn2bd9kkow9cfv1,Sequence,28,1
2,2,1.284,1,1,cif,qn2bd9kkow9cfv1,Sequence,29,1
5,5,2.242,0,1,cif,qn2bd9kkow9cfv1,Sequence,30,1
3,3,1.11,1,1,cif,qn2bd9kkow9cfv1,Sequence,31,1
4,4,2.213,0,1,cif,qn2bd9kkow9cfv1,Sequence,32,1
7,6,4.471,0,0,cif,qn2bd9kkow9cfv1,Sequence,33,1
6,6,5.207,0,1,cif,qn2bd9kkow9cfv1,Sequence,34,1
6,6,3.998,0,1,cif,qn2bd9kkow9cfv1,Sequence,35,1
5,6,5.804,1,1,a,qn2bd9kkow9cfv1,None,1,1
7,7,7.261,1,1,a,qn2bd9kkow9cfv1,None,2,1
3,4,2.861,1,1,a,qn2bd9kkow9cfv1,None,3,1
3,4,2.215,1,1,a,qn2bd9kkow9cfv1,None,4,1
1,1,0.781,1,1,a,qn2bd9kkow9cfv1,None,5,1
5,6,3.433,1,1,a,qn2bd9kkow9cfv1,None,6,1
2,2,1.034,1,1,a,qn2bd9kkow9cfv1,None,7,1
6,6,3.967,1,1,a,qn2bd9kkow9cfv1,None,8,1
1,1,1.179,1,1,a,qn2bd9kkow9cfv1,None,9,1
7,7,4.11,0,1,a,qn2bd9kkow9cfv1,None,10,1
7,6,4.293,0,1,a,qn2bd9kkow9cfv1,None,11,1
3,3,1.222,1,1,a,qn2bd9kkow9cfv1,None,12,1
2,2,0.876,1,1,a,qn2bd9kkow9cfv1,None,13,1
2,2,0.894,1,1,a,qn2bd9kkow9cfv1,None,14,1
1,1,0.494,1,1,a,qn2bd9kkow9cfv1,None,15,1
6,5,3.894,1,1,a,qn2bd9kkow9cfv1,None,16,1
4,4,1.965,0,1,a,qn2bd9kkow9cfv1,None,17,1
7,7,3.287,0,1,a,qn2bd9kkow9cfv1,None,18,1
1,1,0.763,1,1,a,qn2bd9kkow9cfv1,None,19,1
5,5,4.902,0,1,a,qn2bd9kkow9cfv1,None,20,1
5,5,4.479,0,1,a,qn2bd9kkow9cfv1,None,21,1
4,3,1.666,0,1,a,qn2bd9kkow9cfv1,None,22,1
4,4,1.979,1,1,a,qn2bd9kkow9cfv1,None,23,1
2,2,0.686,1,1,a,qn2bd9kkow9cfv1,None,24,1
6,6,3.092,0,1,a,qn2bd9kkow9cfv1,None,25,1
6,5,5.648,0,1,a,qn2bd9kkow9cfv1,None,26,1
5,5,4.311,0,1,a,qn2bd9kkow9cfv1,None,27,1
4,4,2.008,0,1,a,qn2bd9kkow9cfv1,None,28,1
2,2,0.836,1,1,a,qn2bd9kkow9cfv1,None,29,1
1,1,0.717,1,1,a,qn2bd9kkow9cfv1,None,30,1
4,4,2.247,1,1,a,qn2bd9kkow9cfv1,None,31,1
6,6,3.904,1,1,a,qn2bd9kkow9cfv1,None,32,1
3,3,2.452,0,1,a,qn2bd9kkow9cfv1,None,33,1
3,3,2.074,1,1,a,qn2bd9kkow9cfv1,None,34,1
7,6,6.116,0,1,a,qn2bd9kkow9cfv1,None,35,1
1,1,1.188,1,1,a,zjckc3bo5wlwdhf,Query,1,1
5,9,5.433,1,1,a,zjckc3bo5wlwdhf,Query,2,1
5,9,1.131,1,1,a,zjckc3bo5wlwdhf,Query,3,1
7,11,1.394,1,1,a,zjckc3bo5wlwdhf,Query,4,1
6,10,1.606,1,1,a,zjckc3bo5wlwdhf,Query,5,1
7,11,2.9,1,1,a,zjckc3bo5wlwdhf,Query,6,1
2,3,1.522,1,1,a,zjckc3bo5wlwdhf,Query,7,1
4,7,1.132,1,1,a,zjckc3bo5wlwdhf,Query,8,1
6,9,1.92,1,1,a,zjckc3bo5wlwdhf,Query,9,1
4,5,1.312,1,1,a,zjckc3bo5wlwdhf,Query,10,1
2,3,0.929,1,1,a,zjckc3bo5wlwdhf,Query,11,1
6,7,2.328,1,1,a,zjckc3bo5wlwdhf,Query,12,1
7,10,5.996,1,1,a,zjckc3bo5wlwdhf,Query,13,1
5,6,2.176,1,1,a,zjckc3bo5wlwdhf,Query,14,1
2,3,0.702,1,1,a,zjckc3bo5wlwdhf,Query,15,1
4,7,0.719,1,1,a,zjckc3bo5wlwdhf,Query,16,1
5,7,2.135,1,1,a,zjckc3bo5wlwdhf,Query,17,1
1,1,0.679,1,1,a,zjckc3bo5wlwdhf,Query,18,1
2,3,0.614,1,1,a,zjckc3bo5wlwdhf,Query,19,1
7,10,1.745,1,1,a,zjckc3bo5wlwdhf,Query,20,1
4,7,0.764,1,1,a,zjckc3bo5wlwdhf,Query,21,1
6,9,1.469,1,0,a,zjckc3bo5wlwdhf,Query,22,1
5,8,5.84,1,1,a,zjckc3bo5wlwdhf,Query,23,1
1,1,0.754,1,1,a,zjckc3bo5wlwdhf,Query,24,1
3,5,2.142,1,1,a,zjckc3bo5wlwdhf,Query,25,1
6,7,2.652,1,1,a,zjckc3bo5wlwdhf,Query,26,1
4,6,4.635,1,1,a,zjckc3bo5wlwdhf,Query,27,1
3,5,1.461,0,1,a,zjckc3bo5wlwdhf,Query,28,1
7,10,10.243,1,1,a,zjckc3bo5wlwdhf,Query,29,1
1,1,0.758,1,1,a,zjckc3bo5wlwdhf,Query,30,1
1,1,0.752,1,1,a,zjckc3bo5wlwdhf,Query,31,1
3,3,0.768,0,1,a,zjckc3bo5wlwdhf,Query,32,1
3,5,0.825,1,1,a,zjckc3bo5wlwdhf,Query,33,1
2,3,0.861,1,1,a,zjckc3bo5wlwdhf,Query,34,1
3,5,6.356,1,1,a,zjckc3bo5wlwdhf,Query,35,1
6,10,4.842,1,0,edg,zjckc3bo5wlwdhf,Sequence,1,1
6,10,3.734,1,1,edg,zjckc3bo5wlwdhf,Sequence,2,1
1,1,1.272,1,1,edg,zjckc3bo5wlwdhf,Sequence,3,1
3,5,1.154,1,1,edg,zjckc3bo5wlwdhf,Sequence,4,1
1,1,0.864,1,1,edg,zjckc3bo5wlwdhf,Sequence,5,1
6,9,4.806,1,0,edg,zjckc3bo5wlwdhf,Sequence,6,1
4,7,4.49,1,1,edg,zjckc3bo5wlwdhf,Sequence,7,1
7,8,4.102,0,1,edg,zjckc3bo5wlwdhf,Sequence,8,1
2,3,1.142,1,1,edg,zjckc3bo5wlwdhf,Sequence,9,1
4,6,2.459,1,1,edg,zjckc3bo5wlwdhf,Sequence,10,1
4,6,3.945,1,1,edg,zjckc3bo5wlwdhf,Sequence,11,1
7,8,3.279,0,1,edg,zjckc3bo5wlwdhf,Sequence,12,1
6,7,7.475,1,0,edg,zjckc3bo5wlwdhf,Sequence,13,1
7,7,5.949,1,1,edg,zjckc3bo5wlwdhf,Sequence,14,1
3,4,4.596,1,1,edg,zjckc3bo5wlwdhf,Sequence,15,1
4,5,7.871,1,1,edg,zjckc3bo5wlwdhf,Sequence,16,1
4,6,6.085,1,1,edg,zjckc3bo5wlwdhf,Sequence,17,1
3,4,1.835,1,1,edg,zjckc3bo5wlwdhf,Sequence,18,1
7,8,2.87,0,1,edg,zjckc3bo5wlwdhf,Sequence,19,1
1,1,0.923,1,1,edg,zjckc3bo5wlwdhf,Sequence,20,1
1,1,0.834,1,1,edg,zjckc3bo5wlwdhf,Sequence,21,1
6,5,3.35,0,1,edg,zjckc3bo5wlwdhf,Sequence,22,1
5,7,10.088,1,1,edg,zjckc3bo5wlwdhf,Sequence,23,1
5,6,3.714,1,1,edg,zjckc3bo5wlwdhf,Sequence,24,1
1,1,0.671,1,1,edg,zjckc3bo5wlwdhf,Sequence,25,1
2,3,0.868,1,1,edg,zjckc3bo5wlwdhf,Sequence,26,1
2,3,0.848,1,1,edg,zjckc3bo5wlwdhf,Sequence,27,1
5,5,7.86,1,1,edg,zjckc3bo5wlwdhf,Sequence,28,1
5,5,3.769,0,1,edg,zjckc3bo5wlwdhf,Sequence,29,1
3,3,1.472,0,1,edg,zjckc3bo5wlwdhf,Sequence,30,1
2,3,1.057,1,1,edg,zjckc3bo5wlwdhf,Sequence,31,1
2,3,0.94,1,1,edg,zjckc3bo5wlwdhf,Sequence,32,1
3,3,1.483,0,1,edg,zjckc3bo5wlwdhf,Sequence,33,1
5,6,6.162,0,1,edg,zjckc3bo5wlwdhf,Sequence,34,1
7,7,3.372,1,1,edg,zjckc3bo5wlwdhf,Sequence,35,1
5,9,3.48,1,1,a,zjckc3bo5wlwdhf,None,1,1
4,7,2.248,1,1,a,zjckc3bo5wlwdhf,None,2,1
6,10,5.047,1,1,a,zjckc3bo5wlwdhf,None,3,1
1,1,0.697,1,1,a,zjckc3bo5wlwdhf,None,4,1
3,5,1.218,1,1,a,zjckc3bo5wlwdhf,None,5,1
2,3,0.833,1,1,a,zjckc3bo5wlwdhf,None,6,1
3,5,1.368,1,1,a,zjckc3bo5wlwdhf,None,7,1
7,11,3.69,1,1,a,zjckc3bo5wlwdhf,None,8,1
6,10,5.765,1,1,a,zjckc3bo5wlwdhf,None,9,1
3,5,1.636,1,1,a,zjckc3bo5wlwdhf,None,10,1
1,1,0.586,1,1,a,zjckc3bo5wlwdhf,None,11,1
1,1,0.445,1,1,a,zjckc3bo5wlwdhf,None,12,1
2,3,0.673,1,1,a,zjckc3bo5wlwdhf,None,13,1
7,11,6.628,1,1,a,zjckc3bo5wlwdhf,None,14,1
4,7,1.625,1,1,a,zjckc3bo5wlwdhf,None,15,1
7,11,6.749,1,1,a,zjckc3bo5wlwdhf,None,16,1
5,9,4.272,1,1,a,zjckc3bo5wlwdhf,None,17,1
4,7,2.801,1,1,a,zjckc3bo5wlwdhf,None,18,1
5,8,11.409,1,1,a,zjckc3bo5wlwdhf,None,19,1
2,3,2.37,1,1,a,zjckc3bo5wlwdhf,None,20,1
2,3,0.649,1,1,a,zjckc3bo5wlwdhf,None,21,1
7,11,9.175,1,0,a,zjckc3bo5wlwdhf,None,22,1
2,3,1.449,1,1,a,zjckc3bo5wlwdhf,None,23,1
6,8,4,1,1,a,zjckc3bo5wlwdhf,None,24,1
4,7,2.645,1,1,a,zjckc3bo5wlwdhf,None,25,1
7,10,8.125,1,1,a,zjckc3bo5wlwdhf,None,26,1
5,8,4.929,1,1,a,zjckc3bo5wlwdhf,None,27,1
3,5,1.476,1,1,a,zjckc3bo5wlwdhf,None,28,1
6,9,4.584,1,1,a,zjckc3bo5wlwdhf,None,29,1
6,8,3.454,1,1,a,zjckc3bo5wlwdhf,None,30,1
1,1,1.34,1,1,a,zjckc3bo5wlwdhf,None,31,1
1,1,0.943,1,1,a,zjckc3bo5wlwdhf,None,32,1
5,8,7.152,1,1,a,zjckc3bo5wlwdhf,None,33,1
3,5,1.08,1,1,a,zjckc3bo5wlwdhf,None,34,1
4,6,2.896,1,1,a,zjckc3bo5wlwdhf,None,35,1
5,5,17.678,1,0,a,6a0rzgq5xfwq5gb,Query,1,1
3,3,2.926,1,1,a,6a0rzgq5xfwq5gb,Query,2,1
1,1,0.731,1,1,a,6a0rzgq5xfwq5gb,Query,3,1
3,3,2.835,0,1,a,6a0rzgq5xfwq5gb,Query,4,1
2,2,0.914,1,1,a,6a0rzgq5xfwq5gb,Query,5,1
3,3,1.629,0,1,a,6a0rzgq5xfwq5gb,Query,6,1
4,4,1.655,1,1,a,6a0rzgq5xfwq5gb,Query,7,1
7,7,11.975,1,1,a,6a0rzgq5xfwq5gb,Query,8,1
4,4,2.899,1,1,a,6a0rzgq5xfwq5gb,Query,9,1
4,4,2.275,1,1,a,6a0rzgq5xfwq5gb,Query,10,1
6,6,5.7,1,0,a,6a0rzgq5xfwq5gb,Query,11,1
6,6,8.069,1,0,a,6a0rzgq5xfwq5gb,Query,12,1
5,5,9.057,1,1,a,6a0rzgq5xfwq5gb,Query,13,1
4,3,2.231,1,1,a,6a0rzgq5xfwq5gb,Query,14,1
7,7,9.816,1,0,a,6a0rzgq5xfwq5gb,Query,15,1
3,3,1.291,1,1,a,6a0rzgq5xfwq5gb,Query,16,1
5,4,9.057,1,1,a,6a0rzgq5xfwq5gb,Query,17,1
7,6,16.586,1,1,a,6a0rzgq5xfwq5gb,Query,18,1
2,2,1.071,1,1,a,6a0rzgq5xfwq5gb,Query,19,1
6,6,10.424,1,1,a,6a0rzgq5xfwq5gb,Query,20,1
1,1,1.234,1,1,a,6a0rzgq5xfwq5gb,Query,21,1
1,1,0.624,1,1,a,6a0rzgq5xfwq5gb,Query,22,1
2,2,0.576,1,1,a,6a0rzgq5xfwq5gb,Query,23,1
6,5,12.524,1,1,a,6a0rzgq5xfwq5gb,Query,24,1
7,5,12.564,1,1,a,6a0rzgq5xfwq5gb,Query,25,1
3,3,0.94,1,1,a,6a0rzgq5xfwq5gb,Query,26,1
1,1,0.527,1,1,a,6a0rzgq5xfwq5gb,Query,27,1
4,4,8.77,1,1,a,6a0rzgq5xfwq5gb,Query,28,1
5,4,2.271,1,0,a,6a0rzgq5xfwq5gb,Query,29,1
1,1,0.636,1,1,a,6a0rzgq5xfwq5gb,Query,30,1
2,2,0.714,1,1,a,6a0rzgq5xfwq5gb,Query,31,1
2,2,0.741,1,1,a,6a0rzgq5xfwq5gb,Query,32,1
5,4,2.524,1,1,a,6a0rzgq5xfwq5gb,Query,33,1
6,4,3.612,1,1,a,6a0rzgq5xfwq5gb,Query,34,1
7,5,4.095,1,1,a,6a0rzgq5xfwq5gb,Query,35,1
7,7,17.562,0,1,hib,6a0rzgq5xfwq5gb,Sequence,1,1
4,4,4.938,0,1,hib,6a0rzgq5xfwq5gb,Sequence,2,1
6,6,3.234,0,1,hib,6a0rzgq5xfwq5gb,Sequence,3,1
4,4,2.714,1,1,hib,6a0rzgq5xfwq5gb,Sequence,4,1
2,2,0.655,1,1,hib,6a0rzgq5xfwq5gb,Sequence,5,1
7,6,3.693,0,1,hib,6a0rzgq5xfwq5gb,Sequence,6,1
6,6,3,0,1,hib,6a0rzgq5xfwq5gb,Sequence,7,1
4,4,1.503,1,1,hib,6a0rzgq5xfwq5gb,Sequence,8,1
6,6,10.563,1,1,hib,6a0rzgq5xfwq5gb,Sequence,9,1
1,1,0.915,1,1,hib,6a0rzgq5xfwq5gb,Sequence,10,1
3,3,1.291,1,1,hib,6a0rzgq5xfwq5gb,Sequence,11,1
1,1,0.718,1,1,hib,6a0rzgq5xfwq5gb,Sequence,12,1
7,6,15.152,0,1,hib,6a0rzgq5xfwq5gb,Sequence,13,1
7,7,15.039,1,1,hib,6a0rzgq5xfwq5gb,Sequence,14,1
5,5,3.312,0,1,hib,6a0rzgq5xfwq5gb,Sequence,15,1
2,2,0.638,1,1,hib,6a0rzgq5xfwq5gb,Sequence,16,1
1,1,0.425,1,1,hib,6a0rzgq5xfwq5gb,Sequence,17,1
4,4,0.68,0,1,hib,6a0rzgq5xfwq5gb,Sequence,18,1
3,3,0.596,0,1,hib,6a0rzgq5xfwq5gb,Sequence,19,1
6,6,4.296,0,1,hib,6a0rzgq5xfwq5gb,Sequence,20,1
5,6,2.738,1,1,hib,6a0rzgq5xfwq5gb,Sequence,21,1
5,6,1.787,1,1,hib,6a0rzgq5xfwq5gb,Sequence,22,1
3,4,0.592,1,1,hib,6a0rzgq5xfwq5gb,Sequence,23,1
2,3,0.536,1,1,hib,6a0rzgq5xfwq5gb,Sequence,24,1
7,8,2.612,1,1,hib,6a0rzgq5xfwq5gb,Sequence,25,1
4,5,0.669,1,1,hib,6a0rzgq5xfwq5gb,Sequence,26,1
3,4,0.502,1,1,hib,6a0rzgq5xfwq5gb,Sequence,27,1
5,6,1.033,1,0,hib,6a0rzgq5xfwq5gb,Sequence,28,1
6,7,3.059,0,0,hib,6a0rzgq5xfwq5gb,Sequence,29,1
2,3,0.605,1,1,hib,6a0rzgq5xfwq5gb,Sequence,30,1
2,3,0.485,1,1,hib,6a0rzgq5xfwq5gb,Sequence,31,1
1,1,0.549,1,1,hib,6a0rzgq5xfwq5gb,Sequence,32,1
3,4,0.616,1,1,hib,6a0rzgq5xfwq5gb,Sequence,33,1
5,6,2.408,1,1,hib,6a0rzgq5xfwq5gb,Sequence,34,1
1,1,0.548,1,1,hib,6a0rzgq5xfwq5gb,Sequence,35,1
4,3,9.554,0,0,a,6a0rzgq5xfwq5gb,None,1,1
2,2,2.837,1,1,a,6a0rzgq5xfwq5gb,None,2,1
4,4,8.929,0,1,a,6a0rzgq5xfwq5gb,None,3,1
7,6,6.093,0,0,a,6a0rzgq5xfwq5gb,None,4,1
2,2,2.283,1,1,a,6a0rzgq5xfwq5gb,None,5,1
6,6,17.1,0,1,a,6a0rzgq5xfwq5gb,None,6,1
2,2,0.973,1,1,a,6a0rzgq5xfwq5gb,None,7,1
1,1,0.844,1,1,a,6a0rzgq5xfwq5gb,None,8,1
3,3,1.094,1,1,a,6a0rzgq5xfwq5gb,None,9,1
3,3,2.495,1,1,a,6a0rzgq5xfwq5gb,None,10,1
6,6,9.053,0,1,a,6a0rzgq5xfwq5gb,None,11,1
2,3,1.404,1,1,a,6a0rzgq5xfwq5gb,None,12,1
5,5,4.356,0,1,a,6a0rzgq5xfwq5gb,None,13,1
5,6,4.919,1,1,a,6a0rzgq5xfwq5gb,None,14,1
